"",".id","brand_hybrid","yield","air.sig995_mean","air.sig995_variance","omega.sig995_mean","omega.sig995_variance","pres.sfc_mean","pres.sfc_variance","rhum.sig995_mean","rhum.sig995_variance","uwnd.sig995_mean","uwnd.sig995_variance","vwnd.sig995_mean","vwnd.sig995_variance"
"1","F11NC1","6108STXRIB ","208.3",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"2","F11NC1","CSX 52A14 ","204.6",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"3","F11NC1","DKC53-56RIB ","202.9",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"4","F11NC1","CSX 50A15 ","201.8",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"5","F11NC1","M01-41BRGA ","201.6",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"6","F11NC1","RK605SSTX ","200.7",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"7","F11NC1","DKC49-72RIB ","198.6",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"8","F11NC1","6318STX ","198.4",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"9","F11NC1","5778STX ","197.4",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"10","F11NC1","TP 31-01 3011A ","197.1",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"11","F11NC1","5H-502 ","195.5",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"12","F11NC1","DKC50-84RIB ","195.4",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"13","F11NC1","3074","194.9",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"14","F11NC1","DKC52-84RIB ","194.9",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"15","F11NC1","C303SS ","194.3",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"16","F11NC1","TP 35-01 2P ","194.0",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"17","F11NC1","60-01N ","191.6",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"18","F11NC1","MC 5370 ","191.4",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"19","F11NC1","CSX 51E15 ","191.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"20","F11NC1","1M02-SS ","190.9",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"21","F11NC1","C344VT3P ","190.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"22","F11NC1","TP 40-03 ","190.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"23","F11NC1","M-1402B-14 ","189.7",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"24","F11NC1","P0193AM ","189.3",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"25","F11NC1","RK666SSTX ","189.3",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"26","F11NC1","E1003VT2P ","189.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"27","F11NC1","C290XTLL ","189.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"28","F11NC1","MC 5250 ","189.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"29","F11NC1","D81-01RL ","189.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"30","F11NC1","D41-03RL ","188.1",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"31","F11NC1","5285","188.0",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"32","F11NC1","CSX 51A15 ","187.6",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"33","F11NC1","TP 40-00 ","187.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"34","F11NC1","2Y479 ","187.0",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"35","F11NC1","T51-01R ","186.5",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"36","F11NC1","5283STXRIB ","186.0",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"37","F11NC1","5Z-0106 ","185.4",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"38","F11NC1","TP 39-02 SS ","185.3",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"39","F11NC1","5F-198 ","185.0",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"40","F11NC1","3104","184.9",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"41","F11NC1","2V488 ","184.9",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"42","F11NC1","5F-200 ","184.3",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"43","F11NC1","45R37 ","184.1",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"44","F11NC1","C374 ","183.7",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"45","F11NC1","E1106LL ","183.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"46","F11NC1","M00-57 ","182.8",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"47","F11NC1","2A509 ","182.6",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"48","F11NC1","M-1299A-14 ","182.4",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"49","F11NC1","P0062AMX ","181.4",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"50","F11NC1","5Z-002 ","181.4",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"51","F11NC1","1663","181.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"52","F11NC1","M-1302A-14 ","180.8",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"53","F11NC1","5L-802 ","180.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"54","F11NC1","4603 VT3P-RIB ","178.8",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"55","F11NC1","2T498 ","178.8",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"56","F11NC1","5F-399 ","177.5",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"57","F11NC1","2730","177.0",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"58","F11NC1","2554","172.1",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"59","F11NC1","RK581SSTX ","171.8",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"60","F11NC1","MCT 4884 ","169.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"61","F11NC1","E1010 ","168.0",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"62","F11NC1","4702 VT3P-RIB ","165.9",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"63","F11NC1","E1300 ","161.9",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"64","F11NC2","6D40 ","223.8",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"65","F11NC2","C457SS ","222.7",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"66","F11NC2","C576SS ","221.4",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"67","F11NC2","EX6114 ","221.3",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"68","F11NC2","5918STX ","216.6",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"69","F11NC2","RK776SSTX ","216.5",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"70","F11NC2","5507 SS-RIB ","215.4",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"71","F11NC2","RK752SSTX ","215.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"72","F11NC2","2M04-2P ","212.7",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"73","F11NC2","CSX 59A14 ","211.0",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"74","F11NC2","5H-806 ","210.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"75","F11NC2","6S42 ","210.1",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"76","F11NC2","M24776 ","209.8",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"77","F11NC2","TP 39-05 SS ","209.3",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"78","F11NC2","49-09N ","208.8",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"79","F11NC2","CSX 56A13 ","208.6",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"80","F11NC2","2T617 ","208.5",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"81","F11NC2","RK712SSTX ","207.8",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"82","F11NC2","CSX 58A13 ","207.4",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"83","F11NC2","P0533AM1 ","207.1",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"84","F11NC2","CSX 57A13 ","206.8",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"85","F11NC2","C533SS ","206.3",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"86","F11NC2","P0453AM ","206.2",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"87","F11NC2","E1705RR ","205.5",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"88","F11NC2","D84-06RL ","204.9",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"89","F11NC2","CSX 56B13 ","204.4",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"90","F11NC2","MCT 5663 ","204.3",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
"91","F11NC2","C574SS ","203.9",290.956932404891,36.5550403649165,-0.00289995557302038,0.00610554914002652,97174.1032608696,291838.650547175,75.898097826087,296.352867125111,0.375002921597662,14.8506661973809,0.754486548702446,19.6474650739681
